,index,mean_acc_x,std_orn_y,std_acc_x,std_gyro_y,max_acc_y,rms_orn_x,fft_acc_y_4,fft_acc_y_17,eating
0,0,0.8470367647058823,0.10195720866118949,0.18421910218584406,31.826312751802014,0.122,0.20580302726007646,0.04936867835200615,0.002696959741483986,0
1,0,0.9168947368421054,0.005864096219075181,0.04267842639623216,10.047009686014425,-0.046,0.07821243002570828,0.013521240484462606,0.0008308420493359048,1
2,0,0.9131604095563142,0.05872449843580222,0.048172828865736955,13.770061100013045,0.021,0.06091397167639368,0.006292071347331257,0.002402735567685028,0
3,0,0.9522881355932203,0.023963529175956528,0.06311731027863025,11.2815665127624,-0.045,0.11263410086632779,0.004030750445103732,0.0010504605046745238,1
4,0,0.9165249266862169,0.05508377658297174,0.043513116282306766,11.871755430944551,-0.019,0.02995730099154374,0.035346833890222466,0.002949936896587,0
5,0,0.9359591836734695,0.005302098159970181,0.09227313602914479,27.712221175296243,-0.068,0.045041250934163515,0.005784730590768123,0.00211833443138883,1
6,0,0.8879244712990937,0.06617279389888925,0.040429928600154215,10.18695961247092,0.009000000000000001,0.026659937469188242,0.04032527861788078,0.001320689265675983,0
7,0,0.9236590909090908,0.014223079240680647,0.04178012389453515,11.739555136947265,-0.009000000000000001,0.01302183480997136,0.002568451282156852,0.0032079342670123024,1
8,0,0.8767208333333334,0.06445446953977757,0.03968886819647136,8.893659802771312,0.054000000000000006,0.03782382406191456,0.028907646904478834,0.00341223491943884,0
9,0,0.8916976744186046,0.004648675968633542,0.032364394665773524,8.764297788112598,-0.146,0.043898137906156195,0.006637157205254492,0.002115018511434108,1
10,0,0.9202750000000001,0.06521866047899057,0.06863846263962176,15.370209582927979,0.003,0.0617423164155965,0.06378668786663692,0.0019721696919914066,0
11,0,0.9813181818181819,0.010876857329669214,0.0660154219921632,30.960277879533113,-0.031,0.10980385404727999,0.008266097743515086,0.0029229620070533925,1
12,0,0.8891178160919541,0.0684582176804826,0.05958115501781705,16.361317579589016,0.021,0.03908434733875637,0.05529952348356826,0.0034235145966251446,0
13,0,0.9821551724137929,0.0040696075964533375,0.05942289762583489,17.53413276622432,-0.04,0.025734050969684986,0.012186553161456464,0.0018215303554234457,1
14,0,0.9041593533487298,0.06491785247798378,0.046145302031527266,12.191998052737809,0.049,0.028999362898154253,0.05561976215757505,0.010969006555778545,0
15,0,0.937189189189189,0.017359604138800395,0.035666540371924245,10.994277027770556,-0.021,0.028511259037297742,0.016474225657480714,0.0004657893776288386,1
16,0,0.8813011811023622,0.06579582749802812,0.035883905489208646,8.704329641059173,-0.033,0.04802064434661999,0.047746496860705916,0.0007558992512542987,0
17,0,0.8751538461538462,0.01883190507004321,0.04771047676098176,12.889841441699616,-0.038,0.07879110648758819,0.020681048927176496,0.002515015867752397,1
18,0,0.8884139784946237,0.06045698767058061,0.05519517556048876,13.163206534663507,0.006,0.03247604576279411,0.04101822170013996,0.002132585442343544,0
19,0,0.9976744186046513,0.012377774530406564,0.06780915829781912,24.9526109040764,0.01,0.10088549807048698,0.00941944259422972,0.001430049488860895,1
20,0,0.8767788778877887,0.06686037454734191,0.04712496367516586,12.80400182583617,0.013999999999999999,0.0369093975887312,0.06139487262741391,0.001454602186717385,0
21,0,0.9671956521739132,0.013707433013032136,0.057790279676782796,21.920825831264604,-0.011000000000000001,0.023192483789965794,0.011457732288898211,0.0016586754228656514,1
22,0,0.8731533923303834,0.06287169427911571,0.04291432305272253,12.8274667802525,0.02,0.03364678580028508,0.042616407999954975,0.007398252239325542,0
23,0,0.9303170731707318,0.03311649798853119,0.048990529199218806,15.33353569344641,-0.055,0.06849835319366372,0.015664385956372002,0.003973351297744274,1
24,0,0.8677251732101617,0.06295375835247845,0.029583227527667174,8.832801215075675,-0.02,0.05000695101798822,0.05377823079803168,0.00108015463345697,0
25,0,0.8664736842105262,0.010654705983822687,0.037088452957982763,10.293574836155763,-0.01,0.12015056343911518,0.02355784336133234,0.0014969150644047826,1
26,0,0.929912109375,0.06422550990568739,0.08277346357295175,23.30694924915266,0.04,0.06640518381497035,0.056562889718076804,0.01011676238814884,0
27,0,0.9885999999999999,0.017213869631558958,0.11531935590417526,37.85747525271933,-0.01,0.10960964829794866,0.005939676500863629,0.00042085060751590066,1
28,0,0.9160764705882353,0.06704645837865669,0.06212633459840803,18.447735723188533,0.037000000000000005,0.0393321452130293,0.03591475898412284,0.003057546195446173,0
29,0,0.9892000000000001,0.010644010028882418,0.05733260217997497,33.5936763362218,0.003,0.02760716493150928,0.0036285032741274394,0.00017212583364656885,1
30,0,0.8747471910112359,0.06789603495017957,0.045788467924841696,12.968099273588216,0.061,0.04084944266807241,0.049795617878714386,0.0044669458815514256,0
31,0,0.9168333333333333,0.004944758719300893,0.052287160512610995,19.534889333343298,-0.025,0.07941392465160899,0.01822621932179764,0.001051102501233757,1
32,0,0.8556153846153846,0.06695980970906706,0.0339033977599848,11.324280034495949,0.025,0.055557731581315835,0.04600068447619701,0.008224648005856145,0
